Actor1CountryCode,DATE월,레코드 수
ZWE,2015년 2월,14
ZWE,2015년 4월,2
ZWE,2015년 5월,2
ZWE,2015년 6월,2
ZWE,2015년 7월,1
ZWE,2016년 2월,1
ZWE,2016년 3월,2
ZWE,2016년 4월,9
ZWE,2016년 6월,9
ZWE,2016년 7월,14
ZWE,2016년 8월,2
ZWE,2016년 9월,1
ZWE,2016년 11월,2
ZWE,2017년 1월,3
ZWE,2017년 3월,4
ZWE,2017년 4월,9
ZWE,2017년 5월,3
ZWE,2017년 6월,1
ZWE,2017년 7월,7
ZWE,2017년 8월,7
ZWE,2017년 9월,33
ZWE,2017년 10월,34
ZWE,2017년 11월,21
ZWE,2017년 12월,7
ZWE,2018년 1월,2
ZWE,2018년 2월,9
ZWE,2018년 3월,10
ZWE,2018년 4월,3
ZWE,2018년 5월,9
ZMB,2015년 9월,2
ZMB,2017년 9월,9
ZAF,2015년 2월,6
ZAF,2015년 8월,5
ZAF,2015년 12월,8
ZAF,2016년 1월,4
ZAF,2016년 3월,5
ZAF,2016년 6월,21
ZAF,2016년 7월,2
ZAF,2016년 8월,1
ZAF,2016년 9월,8
ZAF,2017년 1월,4
ZAF,2017년 7월,1
ZAF,2017년 8월,2
ZAF,2017년 9월,6
ZAF,2017년 11월,3
ZAF,2017년 12월,1
ZAF,2018년 1월,1
ZAF,2018년 3월,6
ZAF,2018년 5월,1
ZAF,2018년 6월,2
YEM,2015년 3월,3
YEM,2015년 4월,2
YEM,2015년 5월,3
YEM,2015년 6월,1
YEM,2015년 7월,1
YEM,2015년 8월,12
YEM,2015년 10월,5
YEM,2016년 3월,2
YEM,2016년 7월,2
YEM,2016년 8월,4
YEM,2016년 10월,2
YEM,2016년 11월,3
YEM,2017년 2월,1
YEM,2017년 3월,7
YEM,2017년 4월,7
YEM,2017년 5월,2
YEM,2017년 6월,4
YEM,2017년 7월,8
YEM,2017년 8월,6
YEM,2017년 9월,23
YEM,2017년 10월,9
YEM,2017년 11월,16
YEM,2017년 12월,29
YEM,2018년 1월,6
YEM,2018년 2월,2
YEM,2018년 3월,4
YEM,2018년 4월,17
YEM,2018년 5월,3
WST,2015년 3월,3
WST,2015년 9월,3
WST,2016년 1월,42
WST,2016년 2월,42
WST,2016년 3월,1
WST,2016년 5월,7
WST,2016년 6월,11
WST,2016년 7월,19
WST,2016년 8월,5
WST,2016년 9월,11
WST,2016년 10월,10
WST,2016년 12월,17
WST,2017년 1월,4
WST,2017년 2월,35
WST,2017년 3월,18
WST,2017년 4월,14
WST,2017년 5월,24
WST,2017년 6월,1
WST,2017년 7월,25
WST,2017년 8월,8
WST,2017년 9월,151
WST,2017년 10월,110
WST,2017년 11월,92
WST,2017년 12월,41
WST,2018년 1월,2
WST,2018년 2월,1
WST,2018년 3월,8
WST,2018년 4월,30
WST,2018년 5월,35
WST,2018년 6월,8
WSM,2017년 4월,1
WSM,2017년 9월,10
WSM,2018년 3월,1
WAF,2017년 12월,2
VUT,2015년 8월,1
VUT,2016년 3월,1
VUT,2016년 10월,9
VUT,2018년 6월,2
VNM,2015년 1월,10
VNM,2015년 2월,14
VNM,2015년 3월,15
VNM,2015년 4월,10
VNM,2015년 5월,13
VNM,2015년 6월,2
VNM,2015년 7월,34
VNM,2015년 8월,28
VNM,2015년 9월,10
VNM,2015년 10월,26
VNM,2015년 11월,41
VNM,2015년 12월,30
VNM,2016년 1월,18
VNM,2016년 2월,21
VNM,2016년 3월,12
VNM,2016년 4월,11
VNM,2016년 5월,26
VNM,2016년 6월,33
VNM,2016년 7월,50
VNM,2016년 8월,13
VNM,2016년 9월,41
VNM,2016년 10월,26
VNM,2016년 11월,16
VNM,2016년 12월,17
VNM,2017년 2월,148
VNM,2017년 3월,115
VNM,2017년 4월,38
VNM,2017년 5월,62
VNM,2017년 6월,83
VNM,2017년 7월,18
VNM,2017년 8월,17
VNM,2017년 9월,46
VNM,2017년 10월,94
VNM,2017년 11월,367
VNM,2017년 12월,28
VNM,2018년 1월,61
VNM,2018년 2월,23
VNM,2018년 3월,19
VNM,2018년 4월,7
VNM,2018년 5월,11
VEN,2015년 1월,3
VEN,2015년 3월,6
VEN,2015년 4월,7
VEN,2015년 5월,2
VEN,2015년 7월,11
VEN,2015년 8월,2
VEN,2015년 9월,4
VEN,2015년 10월,18
VEN,2015년 11월,7
VEN,2015년 12월,5
VEN,2016년 1월,4
VEN,2016년 2월,9
VEN,2016년 3월,8
VEN,2016년 4월,4
VEN,2016년 5월,8
VEN,2016년 6월,20
VEN,2016년 8월,3
VEN,2016년 9월,52
VEN,2016년 10월,2
VEN,2016년 11월,6
VEN,2016년 12월,9
VEN,2017년 1월,5
VEN,2017년 3월,3
VEN,2017년 4월,1
VEN,2017년 5월,15
VEN,2017년 6월,10
VEN,2017년 8월,35
VEN,2017년 9월,131
VEN,2017년 10월,49
VEN,2017년 11월,18
VEN,2017년 12월,16
VEN,2018년 1월,6
VEN,2018년 2월,8
VEN,2018년 3월,1
VEN,2018년 4월,37
VEN,2018년 5월,31
VEN,2018년 6월,2
VCT,2017년 8월,2
VAT,2015년 11월,1
VAT,2015년 12월,7
VAT,2016년 1월,9
VAT,2016년 9월,26
VAT,2016년 11월,3
VAT,2017년 1월,1
VAT,2017년 3월,1
VAT,2017년 4월,2
VAT,2017년 5월,8
VAT,2017년 7월,5
VAT,2017년 8월,58
VAT,2017년 9월,5
VAT,2017년 10월,4
VAT,2017년 11월,29
VAT,2017년 12월,17
VAT,2018년 1월,5
VAT,2018년 2월,2
VAT,2018년 3월,9
VAT,2018년 5월,4
UZB,2015년 4월,2
UZB,2015년 10월,1
UZB,2015년 11월,2
UZB,2016년 1월,10
UZB,2016년 2월,1
UZB,2016년 4월,3
UZB,2016년 5월,20
UZB,2016년 6월,1
UZB,2016년 8월,2
UZB,2016년 9월,6
UZB,2016년 11월,4
UZB,2017년 1월,1
UZB,2017년 2월,1
UZB,2017년 9월,2
UZB,2018년 2월,4
UZB,2018년 5월,20
USA,2015년 1월,2030
USA,2015년 2월,850
USA,2015년 3월,715
USA,2015년 4월,695
USA,2015년 5월,902
USA,2015년 6월,546
USA,2015년 7월,745
USA,2015년 8월,910
USA,2015년 9월,803
USA,2015년 10월,1068
USA,2015년 11월,734
USA,2015년 12월,671
USA,2016년 1월,4039
USA,2016년 2월,3956
USA,2016년 3월,5465
USA,2016년 4월,2706
USA,2016년 5월,1874
USA,2016년 6월,1673
USA,2016년 7월,1387
USA,2016년 8월,1234
USA,2016년 9월,3028
USA,2016년 10월,1386
USA,2016년 11월,1169
USA,2016년 12월,885
USA,2017년 1월,1820
USA,2017년 2월,2694
USA,2017년 3월,3972
USA,2017년 4월,10058
USA,2017년 5월,5698
USA,2017년 6월,8094
USA,2017년 7월,6494
USA,2017년 8월,10761
USA,2017년 9월,10314
USA,2017년 10월,6598
USA,2017년 11월,5450
USA,2017년 12월,5676
USA,2018년 1월,4612
USA,2018년 2월,3547
USA,2018년 3월,7980
USA,2018년 4월,5832
USA,2018년 5월,15995
USA,2018년 6월,4583
URY,2015년 1월,1
URY,2015년 3월,1
URY,2016년 1월,3
URY,2016년 11월,3
URY,2016년 12월,18
URY,2017년 12월,2
UKR,2015년 1월,4
UKR,2015년 2월,3
UKR,2015년 3월,9
UKR,2015년 4월,8
UKR,2015년 5월,6
UKR,2015년 6월,3
UKR,2015년 7월,4
UKR,2015년 8월,2
UKR,2015년 9월,7
UKR,2015년 10월,6
UKR,2015년 11월,3
UKR,2015년 12월,4
UKR,2016년 1월,46
UKR,2016년 2월,8
UKR,2016년 3월,2
UKR,2016년 4월,4
UKR,2016년 5월,7
UKR,2016년 7월,9
UKR,2016년 8월,2
UKR,2016년 9월,7
UKR,2016년 10월,5
UKR,2016년 11월,1
UKR,2016년 12월,23
UKR,2017년 1월,4
UKR,2017년 2월,18
UKR,2017년 3월,17
UKR,2017년 4월,8
UKR,2017년 5월,4
UKR,2017년 6월,40
UKR,2017년 7월,22
UKR,2017년 8월,439
UKR,2017년 9월,64
UKR,2017년 10월,28
UKR,2017년 11월,65
UKR,2017년 12월,19
UKR,2018년 1월,16
UKR,2018년 2월,12
UKR,2018년 3월,23
UKR,2018년 4월,7
UKR,2018년 5월,15
UGA,2015년 1월,6
UGA,2015년 3월,2
UGA,2015년 7월,21
UGA,2015년 8월,8
UGA,2015년 10월,17
UGA,2015년 12월,5
UGA,2016년 1월,5
UGA,2016년 2월,1
UGA,2016년 3월,2
UGA,2016년 5월,124
UGA,2016년 6월,86
UGA,2016년 7월,5
UGA,2016년 8월,7
UGA,2016년 9월,1
UGA,2016년 10월,3
UGA,2016년 12월,4
UGA,2017년 3월,8
UGA,2017년 7월,2
UGA,2017년 8월,1
UGA,2017년 9월,19
UGA,2017년 10월,22
UGA,2017년 12월,9
UGA,2018년 3월,2
UGA,2018년 4월,4
UGA,2018년 5월,2
TZA,2015년 2월,4
TZA,2016년 3월,2
TZA,2016년 4월,22
TZA,2016년 8월,2
TZA,2016년 10월,40
TZA,2016년 12월,2
TZA,2017년 1월,3
TZA,2017년 9월,2
TZA,2017년 11월,3
TZA,2017년 12월,2
TZA,2018년 1월,9
TZA,2018년 2월,1
TWN,2015년 1월,7
TWN,2015년 3월,6
TWN,2015년 5월,1
TWN,2015년 6월,3
TWN,2016년 1월,30
TWN,2016년 2월,3
TWN,2016년 5월,4
TWN,2016년 7월,1
TWN,2016년 8월,14
TWN,2016년 9월,11
TWN,2016년 10월,8
TWN,2016년 12월,14
TWN,2017년 1월,5
TWN,2017년 2월,16
TWN,2017년 3월,13
TWN,2017년 4월,25
TWN,2017년 5월,4
TWN,2017년 6월,5
TWN,2017년 7월,41
TWN,2017년 8월,40
TWN,2017년 9월,87
TWN,2017년 10월,7
TWN,2017년 11월,17
TWN,2017년 12월,27
TWN,2018년 1월,60
TWN,2018년 2월,30
TWN,2018년 3월,20
TWN,2018년 4월,13
TWN,2018년 5월,6
TWN,2018년 6월,18
TUV,2016년 3월,2
TUR,2015년 2월,2
TUR,2015년 3월,2
TUR,2015년 4월,5
TUR,2015년 7월,1
TUR,2015년 8월,5
TUR,2015년 9월,4
TUR,2015년 11월,10
TUR,2015년 12월,32
TUR,2016년 1월,23
TUR,2016년 2월,24
TUR,2016년 3월,3
TUR,2016년 4월,6
TUR,2016년 5월,4
TUR,2016년 6월,34
TUR,2016년 7월,8
TUR,2016년 8월,7
TUR,2016년 9월,15
TUR,2016년 10월,5
TUR,2016년 11월,1
TUR,2016년 12월,11
TUR,2017년 1월,1
TUR,2017년 2월,20
TUR,2017년 3월,23
TUR,2017년 4월,19
TUR,2017년 5월,49
TUR,2017년 7월,30
TUR,2017년 8월,17
TUR,2017년 9월,37
TUR,2017년 10월,14
TUR,2017년 11월,8
TUR,2017년 12월,6
TUR,2018년 1월,7
TUR,2018년 2월,8
TUR,2018년 3월,10
TUR,2018년 4월,10
TUR,2018년 5월,12
TUN,2015년 3월,3
TUN,2015년 9월,1
TUN,2015년 11월,2
TUN,2016년 11월,2
TUN,2018년 1월,1
TUN,2018년 5월,1
TUN,2018년 6월,2
TTO,2016년 5월,1
TTO,2017년 3월,2
TTO,2017년 4월,2
TMP,2015년 8월,1
TMP,2016년 6월,1
TMP,2018년 3월,2
TMP,2018년 5월,2
TKM,2015년 8월,4
TKM,2015년 9월,2
TKM,2015년 10월,1
TKM,2016년 2월,2
TKM,2016년 3월,3
TKM,2016년 4월,2
TKM,2017년 1월,3
TKM,2017년 5월,1
TKM,2017년 11월,1
TKM,2018년 1월,1
TKM,2018년 4월,7
TKM,2018년 5월,1
TJK,2015년 4월,2
TJK,2015년 5월,3
TJK,2016년 1월,11
TJK,2016년 4월,3
TJK,2017년 3월,2
TJK,2017년 9월,8
TJK,2018년 1월,1
TJK,2018년 3월,2
TJK,2018년 4월,18
THA,2015년 1월,12
THA,2015년 2월,6
THA,2015년 3월,3
THA,2015년 4월,4
THA,2015년 5월,7
THA,2015년 6월,3
THA,2015년 7월,3
THA,2015년 8월,116
THA,2015년 9월,11
THA,2015년 10월,6
THA,2015년 11월,20
THA,2015년 12월,4
THA,2016년 1월,23
THA,2016년 2월,18
THA,2016년 3월,13
THA,2016년 4월,12
THA,2016년 5월,12
THA,2016년 6월,7
THA,2016년 7월,11
THA,2016년 8월,22
THA,2016년 9월,22
THA,2016년 10월,21
THA,2016년 11월,20
THA,2016년 12월,11
THA,2017년 1월,1
THA,2017년 2월,35
THA,2017년 3월,17
THA,2017년 4월,16
THA,2017년 5월,33
THA,2017년 6월,4
THA,2017년 7월,12
THA,2017년 8월,170
THA,2017년 9월,43
THA,2017년 10월,65
THA,2017년 11월,14
THA,2017년 12월,147
THA,2018년 1월,19
THA,2018년 2월,13
THA,2018년 3월,16
THA,2018년 4월,72
THA,2018년 5월,24
THA,2018년 6월,3
TGO,2015년 3월,3
TGO,2017년 4월,2
TGO,2017년 5월,2
TGO,2018년 4월,2
TCD,2015년 8월,2
TCD,2016년 5월,3
TCD,2016년 8월,2
TCD,2016년 9월,11
TCD,2017년 4월,4
TCD,2017년 5월,1
TCD,2017년 6월,2
TCD,2017년 8월,5
TCD,2017년 9월,60
TCD,2017년 10월,18
TCD,2017년 11월,12
TCD,2017년 12월,10
TCD,2018년 3월,33
TCD,2018년 4월,6
SYR,2015년 1월,11
SYR,2015년 2월,4
SYR,2015년 3월,38
SYR,2015년 4월,19
SYR,2015년 5월,3
SYR,2015년 6월,25
SYR,2015년 7월,19
SYR,2015년 8월,30
SYR,2015년 9월,62
SYR,2015년 10월,13
SYR,2015년 11월,8
SYR,2015년 12월,6
SYR,2016년 1월,30
SYR,2016년 2월,21
SYR,2016년 3월,50
SYR,2016년 4월,4
SYR,2016년 5월,19
SYR,2016년 6월,22
SYR,2016년 7월,32
SYR,2016년 8월,14
SYR,2016년 9월,95
SYR,2016년 10월,47
SYR,2016년 11월,45
SYR,2016년 12월,7
SYR,2017년 1월,6
SYR,2017년 2월,8
SYR,2017년 3월,41
SYR,2017년 4월,1080
SYR,2017년 5월,193
SYR,2017년 6월,62
SYR,2017년 7월,66
SYR,2017년 8월,79
SYR,2017년 9월,202
SYR,2017년 10월,36
SYR,2017년 11월,107
SYR,2017년 12월,95
SYR,2018년 1월,31
SYR,2018년 2월,118
SYR,2018년 3월,148
SYR,2018년 4월,246
SYR,2018년 5월,53
SYR,2018년 6월,390
SWE,2015년 1월,3
SWE,2015년 2월,2
SWE,2015년 3월,8
SWE,2015년 4월,12
SWE,2015년 5월,2
SWE,2015년 6월,6
SWE,2015년 7월,2
SWE,2015년 8월,4
SWE,2015년 9월,5
SWE,2015년 11월,10
SWE,2015년 12월,4
SWE,2016년 1월,15
SWE,2016년 2월,23
SWE,2016년 3월,66
SWE,2016년 5월,8
SWE,2016년 6월,1
SWE,2016년 7월,5
SWE,2016년 9월,8
SWE,2016년 10월,6
SWE,2016년 11월,73
SWE,2016년 12월,7
SWE,2017년 1월,17
SWE,2017년 2월,15
SWE,2017년 3월,7
SWE,2017년 4월,43
SWE,2017년 5월,67
SWE,2017년 6월,59
SWE,2017년 7월,29
SWE,2017년 8월,64
SWE,2017년 9월,57
SWE,2017년 10월,19
SWE,2017년 11월,31
SWE,2017년 12월,40
SWE,2018년 1월,4
SWE,2018년 2월,3
SWE,2018년 3월,841
SWE,2018년 4월,54
SWE,2018년 5월,30
SWE,2018년 6월,8
SVK,2015년 3월,1
SVK,2016년 8월,2
SVK,2017년 1월,1
SVK,2017년 2월,1
SVK,2017년 6월,1
SVK,2017년 7월,1
SVK,2017년 8월,7
SVK,2017년 9월,1
SVK,2017년 10월,16
SVK,2017년 11월,3
SVK,2018년 3월,1
SSD,2015년 4월,5
SSD,2015년 5월,7
SSD,2015년 7월,2
SSD,2015년 9월,1
SSD,2016년 5월,3
SSD,2016년 6월,3
SSD,2016년 8월,3
SSD,2016년 9월,2
SSD,2016년 10월,2
SSD,2016년 11월,1
SSD,2017년 2월,29
SSD,2017년 3월,60
SSD,2017년 4월,16
SSD,2017년 7월,5
SSD,2017년 9월,2
SSD,2017년 10월,7
SSD,2018년 3월,11
SSD,2018년 4월,2
SRB,2015년 4월,2
SRB,2015년 6월,1
SRB,2016년 3월,2
SRB,2016년 4월,2
SRB,2017년 4월,4
SRB,2017년 10월,4
SRB,2017년 11월,8
SRB,2017년 12월,20
SOM,2015년 1월,2
SOM,2015년 2월,1
SOM,2015년 3월,8
SOM,2015년 5월,3
SOM,2015년 6월,8
SOM,2015년 7월,1
SOM,2015년 10월,4
SOM,2016년 11월,1
SOM,2017년 1월,12
SOM,2017년 2월,3
SOM,2017년 3월,4
SOM,2017년 5월,1
SOM,2017년 7월,1
SOM,2017년 8월,6
SOM,2017년 9월,23
SOM,2017년 10월,8
SOM,2017년 11월,5
SOM,2017년 12월,12
SOM,2018년 1월,12
SOM,2018년 2월,2
SOM,2018년 3월,5
SOM,2018년 4월,15
SLV,2015년 4월,3
SLV,2016년 6월,4
SLV,2016년 7월,5
SLV,2016년 8월,2
SLV,2017년 4월,1
SLV,2017년 11월,3
SLV,2018년 1월,1
SLE,2015년 1월,2
SLE,2015년 3월,6
SLE,2015년 6월,1
SLE,2016년 3월,1
SLE,2016년 4월,6
SLE,2016년 11월,1
SLE,2016년 12월,1
SLE,2017년 8월,2
SLE,2017년 11월,2
SLB,2016년 10월,1
SGP,2015년 1월,72
SGP,2015년 2월,10
SGP,2015년 3월,6
SGP,2015년 4월,5
SGP,2015년 5월,8
SGP,2015년 6월,2
SGP,2015년 7월,20
SGP,2015년 8월,9
SGP,2015년 9월,11
SGP,2015년 11월,10
SGP,2015년 12월,82
SGP,2016년 1월,59
SGP,2016년 2월,53
SGP,2016년 3월,45
SGP,2016년 4월,5
SGP,2016년 5월,8
SGP,2016년 6월,9
SGP,2016년 7월,25
SGP,2016년 8월,25
SGP,2016년 9월,32
SGP,2016년 10월,5
SGP,2016년 11월,19
SGP,2017년 1월,9
SGP,2017년 2월,38
SGP,2017년 3월,51
SGP,2017년 4월,85
SGP,2017년 5월,42
SGP,2017년 6월,136
SGP,2017년 7월,43
SGP,2017년 8월,35
SGP,2017년 9월,52
SGP,2017년 10월,47
SGP,2017년 11월,54
SGP,2017년 12월,10
SGP,2018년 1월,3
SGP,2018년 2월,10
SGP,2018년 3월,49
SGP,2018년 4월,278
SGP,2018년 5월,2044
SGP,2018년 6월,2234
SEN,2015년 7월,2
SEN,2017년 2월,4
SEN,2017년 5월,1
SEN,2017년 12월,2
SEA,2015년 1월,1
SEA,2015년 2월,4
SEA,2015년 4월,2
SEA,2015년 5월,3
SEA,2015년 6월,12
SEA,2015년 7월,4
SEA,2015년 8월,60
SEA,2015년 9월,4
SEA,2015년 10월,4
SEA,2015년 11월,6
SEA,2015년 12월,1
SEA,2016년 1월,10
SEA,2016년 2월,34
SEA,2016년 3월,2
SEA,2016년 4월,9
SEA,2016년 5월,14
SEA,2016년 6월,7
SEA,2016년 7월,69
SEA,2016년 8월,13
SEA,2016년 9월,23
SEA,2016년 10월,8
SEA,2016년 11월,4
SEA,2016년 12월,2
SEA,2017년 1월,3
SEA,2017년 2월,87
SEA,2017년 3월,49
SEA,2017년 4월,178
SEA,2017년 5월,206
SEA,2017년 6월,8
SEA,2017년 7월,47
SEA,2017년 8월,647
SEA,2017년 9월,61
SEA,2017년 10월,115
SEA,2017년 11월,107
SEA,2017년 12월,18
SEA,2018년 1월,26
SEA,2018년 2월,14
SEA,2018년 3월,80
SEA,2018년 4월,21
SEA,2018년 5월,57
SEA,2018년 6월,14
SDN,2015년 6월,4
SDN,2015년 8월,9
SDN,2015년 9월,1
SDN,2015년 10월,1
SDN,2015년 11월,3
SDN,2016년 2월,5
SDN,2016년 6월,2
SDN,2016년 8월,4
SDN,2016년 9월,5
SDN,2016년 10월,2
SDN,2016년 11월,8
SDN,2017년 3월,2
SDN,2017년 6월,4
SDN,2017년 7월,13
SDN,2017년 8월,3
SDN,2017년 9월,11
SDN,2017년 10월,64
SDN,2017년 11월,66
SDN,2017년 12월,10
SDN,2018년 3월,10
SDN,2018년 4월,6
SDN,2018년 5월,4
SDN,2018년 6월,18
SAU,2015년 1월,7
SAU,2015년 3월,25
SAU,2015년 5월,12
SAU,2015년 6월,6
SAU,2015년 7월,5
SAU,2015년 8월,4
SAU,2015년 9월,1
SAU,2015년 10월,1
SAU,2015년 11월,2
SAU,2015년 12월,3
SAU,2016년 1월,30
SAU,2016년 3월,8
SAU,2016년 4월,3
SAU,2016년 5월,6
SAU,2016년 6월,2
SAU,2016년 7월,1
SAU,2016년 9월,5
SAU,2016년 10월,5
SAU,2016년 11월,7
SAU,2017년 1월,2
SAU,2017년 2월,12
SAU,2017년 3월,29
SAU,2017년 4월,64
SAU,2017년 5월,40
SAU,2017년 6월,12
SAU,2017년 7월,9
SAU,2017년 8월,9
SAU,2017년 9월,18
SAU,2017년 10월,17
SAU,2017년 11월,43
SAU,2017년 12월,8
SAU,2018년 1월,1
SAU,2018년 2월,4
SAU,2018년 3월,32
SAU,2018년 4월,39
SAU,2018년 5월,13
SAU,2018년 6월,2
SAS,2015년 1월,2
SAS,2015년 7월,5
SAS,2016년 8월,1
SAS,2017년 3월,2
SAS,2017년 8월,6
SAS,2017년 9월,2
SAS,2017년 11월,1
SAS,2018년 1월,2
SAS,2018년 5월,3
SAF,2018년 4월,2
RWA,2015년 4월,1
RWA,2015년 6월,1
RWA,2016년 7월,2
RWA,2018년 1월,2
RWA,2018년 3월,2
RUS,2015년 1월,380
RUS,2015년 2월,300
RUS,2015년 3월,376
RUS,2015년 4월,416
RUS,2015년 5월,374
RUS,2015년 6월,163
RUS,2015년 7월,152
RUS,2015년 8월,170
RUS,2015년 9월,227
RUS,2015년 10월,173
RUS,2015년 11월,179
RUS,2015년 12월,172
RUS,2016년 1월,556
RUS,2016년 2월,695
RUS,2016년 3월,535
RUS,2016년 4월,263
RUS,2016년 5월,463
RUS,2016년 6월,191
RUS,2016년 7월,264
RUS,2016년 8월,201
RUS,2016년 9월,434
RUS,2016년 10월,250
RUS,2016년 11월,127
RUS,2016년 12월,96
RUS,2017년 1월,208
RUS,2017년 2월,358
RUS,2017년 3월,331
RUS,2017년 4월,1491
RUS,2017년 5월,1260
RUS,2017년 6월,468
RUS,2017년 7월,1788
RUS,2017년 8월,1818
RUS,2017년 9월,3441
RUS,2017년 10월,1174
RUS,2017년 11월,1027
RUS,2017년 12월,1733
RUS,2018년 1월,945
RUS,2018년 2월,464
RUS,2018년 3월,958
RUS,2018년 4월,851
